prediction_id,model_name,date,session,ticker,predicted_rank,actual_change_pct,is_correct,calculated_at
311,claude,2026-05-05,day,COIN,1,-4.868425147882605,0,2026-05-05 20:05:05
312,claude,2026-05-05,day,EOG,2,0.12795560416694687,0,2026-05-05 20:05:05
313,claude,2026-05-05,day,SMCI,3,-1.4867259337838772,0,2026-05-05 20:05:05
314,claude,2026-05-05,day,GOOGL,4,0.5489860728581715,0,2026-05-05 20:05:05
315,claude,2026-05-05,day,ETN,5,3.3260455418303048,1,2026-05-05 20:05:05
316,claude,2026-05-05,overnight,AMD,1,15.1551,1,2026-05-06 13:38:38
317,claude,2026-05-05,overnight,ANET,2,3.9831,1,2026-05-06 13:38:38
318,claude,2026-05-05,overnight,EOG,3,-0.0994,1,2026-05-06 13:38:38
319,claude,2026-05-05,overnight,SMCI,4,13.1872,0,2026-05-06 13:38:38
320,claude,2026-05-05,overnight,SHOP,5,1.4122,1,2026-05-06 13:38:38
321,gemini,2026-05-05,day,SU,1,2.2000586583836226,1,2026-05-05 20:05:05
322,gemini,2026-05-05,day,COIN,2,-4.868425147882605,0,2026-05-05 20:05:05
323,gemini,2026-05-05,day,GOOGL,3,0.5489860728581715,0,2026-05-05 20:05:05
324,gemini,2026-05-05,day,SHOP,4,-7.626611275734307,0,2026-05-05 20:05:05
325,gemini,2026-05-05,day,JBLU,5,0.41493734884287353,1,2026-05-05 20:05:05
326,gemini,2026-05-05,overnight,SMCI,1,13.1872,0,2026-05-06 13:38:38
327,gemini,2026-05-05,overnight,AMD,2,15.1551,1,2026-05-06 13:38:38
328,gemini,2026-05-05,overnight,EOG,3,-0.0994,1,2026-05-06 13:38:38
329,gemini,2026-05-05,overnight,SHOP,4,1.4122,1,2026-05-06 13:38:38
330,gemini,2026-05-05,overnight,ANET,5,3.9831,1,2026-05-06 13:38:38
331,grok,2026-05-05,day,SHOP.TO,1,-7.212176059234883,0,2026-05-05 20:05:05
332,grok,2026-05-05,day,ANET,2,-3.8135593220338984,0,2026-05-05 20:05:05
333,grok,2026-05-05,day,SU,3,2.2000586583836226,0,2026-05-05 20:05:05
334,grok,2026-05-05,day,ETN,4,3.3260455418303048,1,2026-05-05 20:05:05
335,grok,2026-05-05,day,PFE,5,-0.5641204124463859,1,2026-05-05 20:05:05
336,grok,2026-05-05,overnight,AMD,1,15.1551,1,2026-05-06 13:38:38
337,grok,2026-05-05,overnight,ANET,2,3.9831,1,2026-05-06 13:38:38
338,grok,2026-05-05,overnight,SHOP.TO,3,2.1602,1,2026-05-06 13:38:38
339,grok,2026-05-05,overnight,SMCI,4,13.1872,0,2026-05-06 13:38:38
340,grok,2026-05-05,overnight,SU,5,-2.1106,1,2026-05-06 13:38:38
341,chatgpt,2026-05-06,day,UBER,1,2.0978569832254768,1,2026-05-06 20:05:10
342,chatgpt,2026-05-06,day,DIS,2,1.3847800615623345,1,2026-05-06 20:05:10
343,chatgpt,2026-05-06,day,OXY,3,-0.8735601699436624,1,2026-05-06 20:05:10
344,chatgpt,2026-05-06,day,ARM,4,2.315358317405454,1,2026-05-06 20:05:10
345,chatgpt,2026-05-06,day,CVS,5,1.5787608939248305,1,2026-05-06 20:05:10
351,claude,2026-05-06,day,SMCI,1,10.003177703373016,1,2026-05-06 20:05:10
352,claude,2026-05-06,day,OXY,2,-0.8735601699436624,1,2026-05-06 20:05:10
353,claude,2026-05-06,day,ARM,3,2.315358317405454,1,2026-05-06 20:05:10
354,claude,2026-05-06,day,NFLX,4,1.442855057335865,1,2026-05-06 20:05:10
355,claude,2026-05-06,day,PLTR,5,0.15871654132735874,0,2026-05-06 20:05:10
361,gemini,2026-05-06,day,AMD,1,3.022732126609679,1,2026-05-06 20:05:10
362,gemini,2026-05-06,day,SMCI,2,10.003177703373016,1,2026-05-06 20:05:10
363,gemini,2026-05-06,day,UBER,3,2.0978569832254768,1,2026-05-06 20:05:10
364,gemini,2026-05-06,day,EQNR,4,0.8483554731397588,0,2026-05-06 20:05:10
365,gemini,2026-05-06,day,SHOP,5,-3.3989035470320617,1,2026-05-06 20:05:10
371,grok,2026-05-06,day,ARM,1,2.315358317405454,1,2026-05-06 20:05:10
372,grok,2026-05-06,day,APP,2,-1.9204667278537682,0,2026-05-06 20:05:10
373,grok,2026-05-06,day,CVS,3,1.5787608939248305,0,2026-05-06 20:05:10
374,grok,2026-05-06,day,EQNR,4,0.8483554731397588,0,2026-05-06 20:05:10
375,grok,2026-05-06,day,FTNT,5,1.6638986587650821,1,2026-05-06 20:05:10
